State,Max Demand Met (MW),Shortage (MW),Energy Met (MU),Schedule (MU),OD/UD (MW),Max OD (MW),Energy Shortage (MU),Date
AMNSIL,813,0,18.4,79.0,0.4,261,0.0,2023-03-16
BALCO,518,0,12.4,12.4,0.0,515,0.0,2023-03-16
Andhra Pradesh,11638,0,232.3,85.0,1.2,864,0.0,2023-03-16
Telangana,13022,0,259.0,132.8,0.9,678,0.0,2023-03-16
SR Karnataka,15263,0,293.4,126.4,-2.2,731,0.0,2023-03-16
Kerala,4435,0,90.2,67.4,-0.4,225,0.0,2023-03-16
Tamil Nadu,17824,0,373.6,229.7,0.9,591,0.0,2023-03-16
Puducherry,441,0,9.9,9.6,-0.5,17,0.0,2023-03-16
Bihar,5724,0,108.9,100.7,-2.9,278,0.04,2023-03-16
Jharkhand,1466,91,33.3,23.4,0.9,96,3.29,2023-03-16
ER Odisha,5775,0,113.7,39.8,-1.3,395,0.0,2023-03-16
West Bengal,10139,0,210.4,71.2,-1.9,420,0.0,2023-03-16
Sikkim,91,0,14.0,1.4,0.0,35,0.0,2023-03-16
Arunachal Pradesh,151,0,2.7,2.3,0.3,61,0.0,2023-03-16
Assam,1776,0,31.1,24.6,-0.5,150,0.0,2023-03-16
Manipur,189,0,2.6,2.6,0.0,27,0.0,2023-03-16
NER Meghalaya,296,63,5.0,3.1,0.2,55,1.3,2023-03-16
Mizoram,123,0,1.8,1.6,-0.2,4,0.0,2023-03-16
Nagaland,126,0,2.0,21.0,0.1,16,0.0,2023-03-16
Tripura,291,0,5.1,5.5,0.7,67,0.0,2023-03-16
Central Sector,3827,12266,4298.0,620.0,534.0,21544,45.0,2023-03-16
State Sector,11685,10036,3531.0,1020.0,348.0,26619,55.0,2023-03-16
Total,15512,22302,7829.0,1640.0,882.0,48163,100.0,2023-03-16
Coal,704,1506,681.0,739.0,16.0,3646,77.0,2023-03-16
Lignite,26,17,65.0,0.0,0.0,108,2.0,2023-03-16
Hydro,119,40,71.0,40.0,9.0,279,6.0,2023-03-16
Nuclear,30,35,70.0,0.0,0.0,135,3.0,2023-03-16
 Naptha & Diesel,7,17,6.0,0.0,30.0,61,1.0,2023-03-16
 Biomass & Others),170,115,218.0,4.0,1.0,507,1.0,2023-03-16
Total,1055,1730,1110.0,783.0,56.0,4735,100.0,2023-03-16
Punjab,6849,0,142.1,41.5,-2.0,153,0.0,2023-03-17
Haryana,7301,13,136.0,99.5,0.2,372,3.0,2023-03-17
Rajasthan,11759,0,245.4,61.6,-3.8,187,1.63,2023-03-17
Delhi,3908,0,80.1,80.1,-15.0,131,0.0,2023-03-17
NR UP,20586,0,355.1,111.4,-15.0,321,0.29,2023-03-17
Uttarakhand,2005,0,38.8,24.9,0.8,156,1.46,2023-03-17
HP,1712,0,315.0,19.7,0.0,68,0.0,2023-03-17
S&K(UT) & Ladakh(UT),2727,62,55.3,46.1,-0.1,374,1.56,2023-03-17
Chandigarh,192,0,3.6,3.7,-0.2,9,0.0,2023-03-17
Railways NR ISTS,153,0,3.2,3.1,0.1,28,0.0,2023-03-17
Chhattisgarh,5376,0,124.7,62.3,-0.4,225,0.0,2023-03-17
Gujarat,20246,0,448.0,204.1,2.5,1493,0.0,2023-03-17
MP,11585,0,252.6,143.9,-1.7,467,0.0,2023-03-17
WR Maharashtra,27433,0,557.9,187.2,0.6,2104,0.0,2023-03-17
Goa,744,0,15.8,15.2,0.1,69,0.0,2023-03-17
DNHDDPDCL,1263,0,29.3,29.7,-0.4,52,0.0,2023-03-17
AMNSIL,864,0,18.1,6.3,0.5,331,0.0,2023-03-17
BALCO,520,0,12.4,12.3,0.1,14,0.0,2023-03-17
Andhra Pradesh,11823,0,236.0,82.1,0.3,698,0.0,2023-03-17
Tamil Nadu,18147,0,389.0,242.7,-0.5,395,0.0,2023-03-17
Puducherry,441,0,9.9,9.8,-0.6,15,0.0,2023-03-17
Bihar,5952,0,113.4,101.2,-13.0,175,0.25,2023-03-17
Jharkhand,1464,0,33.9,23.2,1.4,120,2.79,2023-03-17
ER Odisha,5779,0,117.7,38.1,-1.7,414,0.0,2023-03-17
West Bengal,10153,0,215.0,78.7,2.8,213,0.0,2023-03-17
Sikkim,102,0,15.0,1.3,0.2,57,0.0,2023-03-17
Arunachal Pradesh,155,0,2.5,2.2,0.2,47,0.0,2023-03-17
Assam,1846,0,33.1,25.5,0.6,133,0.0,2023-03-17
Manipur,192,0,2.7,2.5,0.1,47,0.0,2023-03-17
NER Meghalaya,319,36,5.1,3.1,0.4,57,1.46,2023-03-17
Nagaland,125,0,241.0,2.2,0.0,28,0.0,2023-03-17
Tripura,297,0,5.4,5.7,0.9,113,0.0,2023-03-17
Central Sector,3317,10761,3498.0,620.0,459.0,18654,46.0,2023-03-17
State Sector,6905,9961,3749.0,1080.0,348.0,22042,54.0,2023-03-17
Total,10222,20722,7247.0,1700.0,807.0,40696,100.0,2023-03-17
Coal,752,1509,717.0,760.0,16.0,3755,77.0,2023-03-17
Lignite,25,17,64.0,0.0,0.0,107,2.0,2023-03-17
Hydro,125,65,80.0,39.0,8.0,316,7.0,2023-03-17
Nuclear,30,35,70.0,0.0,0.0,135,3.0,2023-03-17
 Naptha & Diesel,9,18,6.0,0.0,30.0,64,1.0,2023-03-17
 Biomass & Others),136,123,207.0,3.0,1.0,470,10.0,2023-03-17
Total,1076,1767,1144.0,802.0,56.0,4846,100.0,2023-03-17
Punjab,7174,0,147.6,42.8,-1.9,134,0.0,2023-03-18
Rajasthan,12288,0,249.9,59.8,-1.9,204,0.0,2023-03-18
Delhi,4126,0,85.4,84.6,1.7,102,0.0,2023-03-18
Uttar Pradesh,21161,0,375.2,118.5,-1.3,487,0.0,2023-03-18
Uttarakhand,2016,0,39.6,26.1,0.2,140,0.99,2023-03-18
HP.,1720,0,32.2,19.5,0.1,106,0.0,2023-03-18
J&K(UT) & Ladakh(UT),2831,0,55.1,44.7,0.1,403,0.27,2023-03-18
Chandigarh,211,0,4.0,4.0,0.0,29,0.0,2023-03-18
Railways NR ISTS,166,0,3.3,3.1,0.2,28,0.0,2023-03-18
Chhattisgarh,5388,0,125.4,65.7,0.1,263,0.0,2023-03-18
Guiarat,19953,0,442.7,201.7,-2.8,1017,0.0,2023-03-18
MP,11665,0,258.4,150.3,-2.7,414,0.0,2023-03-18
WR Maharashtra,27451,0,598.3,206.9,1.6,1034,0.0,2023-03-18
Goa,744,0,15.5,15.6,-0.6,64,0.0,2023-03-18
DNHDDPDCL,1269,0,29.5,29.7,-0.2,39,0.0,2023-03-18
AMNSIL,895,0,19.8,6.9,0.0,281,0.0,2023-03-18
BALCO,519,0,12.4,12.3,0.1,12,0.0,2023-03-18
Andhra Pradesh,11928,0,240.9,89.2,0.5,968,0.0,2023-03-18
Telangana,13372,0,262.9,138.2,0.7,604,0.0,2023-03-18
SR Karnataka,15230,0,301.2,122.2,0.6,772,0.0,2023-03-18
Tamil Nadu,18667,0,390.9,246.4,0.4,586,0.0,2023-03-18
Puducherry,442,0,10.0,9.9,-0.6,21,0.0,2023-03-18
Bihar,6134,334,115.9,103.1,-1.3,271,0.45,2023-03-18
Jharkhand,1502,61,34.4,24.4,0.7,123,2.8,2023-03-18
ER Odisha,5914,0,117.7,39.8,-1.4,467,0.0,2023-03-18
West Bengal,10094,0,215.3,79.9,-3.0,395,0.0,2023-03-18
Sikkim,101,0,1.6,1.4,0.2,66,0.0,2023-03-18
Arunachal Pradesh,156,0,2.6,2.2,0.3,54,0.0,2023-03-18
Assam,1858,0,33.8,26.4,0.7,256,0.18,2023-03-18
Manipur,197,0,2.7,2.6,0.2,68,0.0,2023-03-18
NER Meghalaya,326,53,5.3,3.2,0.5,79,1.48,2023-03-18
Mizoram,120,0,1.9,1.6,-0.2,17,0.0,2023-03-18
Nagaland,141,0,2.1,2.2,0.0,50,0.0,2023-03-18
Tripura,311,0,5.5,5.2,0.0,76,0.0,2023-03-18
Central Sector,3257,9656,2848.0,620.0,459.0,16840,41.0,2023-03-18
State Sector,8160,10046,4832.0,970.0,252.0,24259,59.0,2023-03-18
Total,11417,19702,7680.0,1590.0,710.0,41098,100.0,2023-03-18
Lignite,24,16,64.0,0.0,0.0,104,2.0,2023-03-18
Hydro,124,49,83.0,35.0,9.0,300,6.0,2023-03-18
Nuclear,30,35,69.0,0.0,0.0,135,3.0,2023-03-18
 Naptha & Diesel,11,19,6.0,0.0,32.0,68,1.0,2023-03-18
 Biomass & Others),177,138,201.0,3.0,1.0,520,1.0,2023-03-18
Total,1151,1796,1151.0,794.0,58.0,4950,100.0,2023-03-18
Punjab,7020,0,147.7,40.1,-11.0,112,0.47,2023-03-19
Haryana,7125,310,142.4,87.3,1.0,374,0.0,2023-03-19
Rajasthan,12502,0,248.5,71.3,-0.6,279,5.99,2023-03-19
Delhi,4276,0,88.3,87.4,-1.4,87,0.0,2023-03-19
Uttarakhand,2048,0,40.7,26.4,0.4,130,0.99,2023-03-19
HP.,1681,0,31.9,18.6,0.1,66,0.0,2023-03-19
J&K(UT) & Ladakh(UT),2687,125,55.0,42.4,1.0,541,0.39,2023-03-19
Chandigarh,213,0,4.2,4.2,0.0,19,0.0,2023-03-19
Railways NR ISTS,162,0,3.1,3.1,0.0,23,0.0,2023-03-19
Chhattisgarh,5494,0,126.5,68.5,0.1,384,0.0,2023-03-19
Guiarat,20748,0,451.2,203.7,-0.6,1101,0.0,2023-03-19
MP,11824,0,262.5,150.3,-2.7,902,0.0,2023-03-19
WR Maharashtra,27902,0,601.8,193.3,-0.8,803,0.0,2023-03-19
DNHDDPDCL,1270,0,29.5,29.5,0.0,113,0.0,2023-03-19
AMNSIL,829,0,18.2,4.6,0.2,322,0.0,2023-03-19
BALCO,518,0,12.4,12.4,0.0,515,0.0,2023-03-19
Andhra Pradesh,12231,0,244.1,99.4,1.3,844,0.0,2023-03-19
Telangana,13159,0,260.7,133.7,0.8,645,0.0,2023-03-19
SR Karnataka,15450,0,304.8,124.3,1.8,866,0.0,2023-03-19
Kerala,4903,0,100.6,73.5,0.1,268,0.0,2023-03-19
Tamil Nadu,18486,0,392.4,246.9,0.7,844,0.0,2023-03-19
Puducherry,446,0,10.2,9.9,-0.5,28,0.0,2023-03-19
Bihar,6455,0,117.9,106.0,21.0,209,0.24,2023-03-19
DVC,3507,0,77.2,50.7,0.2,295,0.0,2023-03-19
Jharkhand,1567,0,33.3,25.0,-0.7,247,3.45,2023-03-19
ER Odisha,5876,0,120.8,41.2,-11.0,309,0.0,2023-03-19
West Bengal,10542,0,220.0,76.9,21.0,124,0.0,2023-03-19
Sikkim,95,0,1.6,1.4,0.1,61,0.0,2023-03-19
Arunachal Pradesh,166,0,2.6,2.3,0.2,84,0.0,2023-03-19
Assam,1873,0,34.2,26.4,0.9,196,0.1,2023-03-19
Manipur,196,0,2.8,2.6,0.1,31,0.0,2023-03-19
NER Meghalaya,316,51,5.4,3.3,0.4,75,1.28,2023-03-19
Mizoram,119,0,2.0,1.6,0.1,6,0.0,2023-03-19
Tripura,307,0,5.6,4.9,0.3,53,0.0,2023-03-19
Central Sector,3047,11530,2248.0,620.0,459.0,17904,44.0,2023-03-19
State Sector,9090,8529,4251.0,1120.0,229.0,23218,56.0,2023-03-19
Total,12137,20059,6499.0,1740.0,688.0,41122,100.0,2023-03-19
Coal,774,1565,750.0,744.0,17.0,3849,77.0,2023-03-19
Lignite,22,16,64.0,0.0,0.0,101,2.0,2023-03-19
Hydro,134,45,91.0,41.0,9.0,320,6.0,2023-03-19
Nuclear,30,35,69.0,0.0,0.0,135,3.0,2023-03-19
 Naptha & Diesel,10,20,6.0,0.0,31.0,68,1.0,2023-03-19
 Biomass & Others),169,142,185.0,6.0,1.0,503,10.0,2023-03-19
Total,1139,1823,1165.0,791.0,58.0,4976,100.0,2023-03-19
Punjab,7547,0,152.1,43.6,-1.3,146,0.0,2023-03-20
Haryana,7488,169,147.3,91.7,0.1,335,2.69,2023-03-20
Rajasthan,12694,328,252.9,85.1,0.1,215,8.83,2023-03-20
Delhi,4305,0,88.7,89.1,21.0,144,0.0,2023-03-20
Uttar Pradesh,21676,0,401.7,124.4,0.1,462,1.32,2023-03-20
Uttarakhand,2054,0,411.0,27.2,0.1,116,1.82,2023-03-20
HP.,1658,0,31.9,17.9,0.1,97,0.0,2023-03-20
J&K(UT) & Ladakh(UT),2718,200,54.2,40.4,2.5,405,1.88,2023-03-20
Chandigarh,217,0,4.2,4.3,0.1,23,0.0,2023-03-20
Railways NR ISTS,162,0,3.1,3.0,0.1,31,0.0,2023-03-20
Chhattisgarh,5523,0,128.5,67.5,-0.4,186,0.0,2023-03-20
Gujarat,20503,0,450.9,194.3,-1.8,1277,0.0,2023-03-20
MP,11834,0,266.9,146.4,-2.6,524,0.0,2023-03-20
WR Maharashtra,27617,0,575.9,185.1,-2.2,646,0.0,2023-03-20
Goa,746,0,15.2,15.2,-0.5,110,0.0,2023-03-20
DNHDDPDCL,1230,0,28.8,29.2,-0.4,78,0.0,2023-03-20
AMNSIL,849,0,17.9,4.4,0.0,266,0.0,2023-03-20
BALCO,518,0,12.4,12.5,0.1,5,0.0,2023-03-20
Andhra Pradesh,12494,0,244.8,105.1,1.8,798,0.0,2023-03-20
Telangana,12631,0,249.8,118.8,-0.5,685,0.0,2023-03-20
SR Karnataka,15849,0,299.3,124.0,-0.4,717,0.0,2023-03-20
Kerala,4759,0,100.3,73.4,0.0,172,0.0,2023-03-20
Tamil Nadu,17469,0,377.2,234.1,-1.4,339,0.0,2023-03-20
Puducherry,420,0,9.6,9.6,-0.7,27,0.0,2023-03-20
Bihar,6304,0,124.5,111.2,-2.0,261,1.84,2023-03-20
ER Odisha,6102,0,123.4,39.7,-1.0,324,0.0,2023-03-20
West Bengal,10360,0,225.0,82.3,-1.8,340,0.0,2023-03-20
Sikkim,98,0,1.5,1.3,0.2,54,0.0,2023-03-20
Arunachal Pradesh,126,0,2.4,2.8,-0.5,67,0.0,2023-03-20
Manipur,188,0,2.5,2.7,0.1,23,0.0,2023-03-20
NER Meghalaya,293,26,5.2,3.2,0.5,78,1.32,2023-03-20
Nagaland,144,0,2.1,2.2,0.1,24,0.0,2023-03-20
Tripura,306,0,5.5,4.4,0.2,81,0.0,2023-03-20
Central Sector,3047,12631,3508.0,1420.0,459.0,21064,48.0,2023-03-20
State Sector,8940,8485,4201.0,1120.0,229.0,22974,52.0,2023-03-20
Total,11987,21116,7709.0,2540.0,688.0,44038,100.0,2023-03-20
Coal,799,1558,758.0,723.0,17.0,3856,77.0,2023-03-20
Lignite,15,16,64.0,0.0,0.0,95,2.0,2023-03-20
Nuclear,30,35,70.0,0.0,0.0,135,3.0,2023-03-20
 Naptha & Diesel,9,9,6.0,0.0,31.0,56,1.0,2023-03-20
 Biomass & Others),170,168,182.0,6.0,1.0,527,1.0,2023-03-20
Total,1167,1821,1157.0,716.0,57.0,4978,100.0,2023-03-20
Punjab,7327,345,154.2,41.3,-13.0,115,0.35,2023-03-21
Haryana,7370,408,146.5,89.0,-0.5,243,4.36,2023-03-21
Rajasthan,13119,0,259.7,81.9,-1.7,205,6.53,2023-03-21
Delhi,4291,0,91.4,86.2,2.3,91,0.0,2023-03-21
NR UP,22044,0,410.9,134.6,0.4,392,0.18,2023-03-21
Uttarakhand,2066,0,41.3,27.6,0.0,107,1.46,2023-03-21
HP,1379,0,27.6,13.1,-0.4,37,0.04,2023-03-21
S&K(UT) & Ladakh(UT),2559,0,52.7,39.0,-0.3,493,1.87,2023-03-21
Chandigarh,221,0,4.4,4.3,0.1,23,0.0,2023-03-21
Railways NR ISTS,162,0,3.3,2.9,0.4,62,0.0,2023-03-21
Chhattisgarh,5596,0,126.6,66.2,-1.9,227,0.0,2023-03-21
Gujarat,20576,0,451.5,194.0,0.0,766,0.0,2023-03-21
MP,12323,0,264.5,148.8,-2.6,391,0.0,2023-03-21
WR Maharashtra,26611,0,542.4,168.7,2.4,610,0.0,2023-03-21
Goa,743,0,15.5,14.9,0.0,78,0.0,2023-03-21
DNHDDPDCL,1246,0,28.3,28.8,-0.5,28,0.0,2023-03-21
AMNSIL,817,0,18.4,7.8,-0.1,255,0.0,2023-03-21
BALCO,520,0,12.4,12.5,-0.1,30,0.0,2023-03-21
Andhra Pradesh,11978,0,241.3,96.8,0.2,1024,0.5,2023-03-21
Telangana,12075,0,231.5,105.0,2.4,1058,0.0,2023-03-21
Kerala,4561,0,93.3,69.2,-0.2,148,0.0,2023-03-21
Tamil Nadu,18291,0,385.9,238.8,-0.5,589,0.0,2023-03-21
Puducherry,441,0,10.1,9.7,-0.4,23,0.0,2023-03-21
Bihar,6207,96,125.6,114.2,2.7,244,0.36,2023-03-21
DVC,3611,0,71.8,45.2,2.6,544,0.0,2023-03-21
Jharkhand,1733,0,34.9,26.1,-0.7,249,4.6,2023-03-21
ER Odisha,6688,0,134.0,46.3,-0.5,348,0.0,2023-03-21
West Bengal,10587,0,231.3,86.6,-0.3,415,0.0,2023-03-21
Sikkim,90,0,15.0,1.4,0.1,60,0.0,2023-03-21
Arunachal Pradesh,158,0,2.3,2.4,-0.1,40,0.0,2023-03-21
Assam,1818,0,32.5,25.2,0.5,235,0.52,2023-03-21
Manipur,193,0,2.7,2.6,0.2,42,0.0,2023-03-21
NER Meghalaya,309,60,5.3,3.1,0.6,87,1.47,2023-03-21
Mizoram,117,0,1.9,15.0,-0.2,23,0.0,2023-03-21
Nagaland,127,0,2.2,241.0,0.1,42,0.0,2023-03-21
Tripura,303,0,6.0,5.5,0.6,135,0.0,2023-03-21
Central Sector,3047,13271,4008.0,640.0,425.0,21391,48.0,2023-03-21
State Sector,6895,8435,4601.0,2420.0,229.0,22580,52.0,2023-03-21
Total,9942,21706,8609.0,3060.0,654.0,43970,100.0,2023-03-21
Coal,809,1560,711.0,716.0,17.0,3814,77.0,2023-03-21
Lignite,13,15,65.0,0.0,0.0,93,2.0,2023-03-21
Hydro,160,33,79.0,51.0,8.0,331,7.0,2023-03-21
Nuclear,30,35,70.0,0.0,0.0,135,3.0,2023-03-21
Total,1200,1798,1123.0,714.0,56.0,4951,100.0,2023-03-21
Punjab,6880,0,143.6,39.4,-11.0,112,0.12,2023-03-22
Haryana,7437,0,139.9,76.5,-2.0,170,0.49,2023-03-22
Rajasthan,12623,0,260.6,67.9,-3.3,139,4.72,2023-03-22
Delhi,4371,0,90.7,84.4,-3.0,92,0.0,2023-03-22
Uttar Pradesh,21914,0,406.1,142.8,-1.8,281,0.78,2023-03-22
Uttarakhand,1908,0,39.0,24.4,0.1,67,1.12,2023-03-22
HP.,1436,0,27.4,13.1,0.1,75,0.01,2023-03-22
J&K(UT) & Ladakh(UT),2890,550,53.4,41.9,0.1,397,0.93,2023-03-22
Railways NR ISTS,154,0,3.2,2.8,0.4,65,0.0,2023-03-22
Chhattisgarh,5562,0,127.5,69.7,0.7,391,1.21,2023-03-22
Gujarat,19534,0,434.1,177.2,0.3,1004,0.0,2023-03-22
WR Maharashtra,25533,0,537.6,174.2,2.2,805,0.0,2023-03-22
Goa,698,0,14.4,14.1,-0.2,74,0.0,2023-03-22
DNHDDPDCL,1206,0,28.1,28.4,-0.3,50,0.0,2023-03-22
AMNSIL,871,0,19.6,10.3,0.2,291,0.0,2023-03-22
BALCO,520,0,12.4,12.5,0.1,7,0.0,2023-03-22
Andhra Pradesh,11925,0,241.8,99.1,1.2,471,0.0,2023-03-22
Telangana,12049,0,235.3,107.7,-11.0,486,0.0,2023-03-22
SR Karnataka,14181,0,282.2,114.4,0.6,716,0.0,2023-03-22
Tamil Nadu,16685,0,367.0,217.3,0.1,408,0.0,2023-03-22
Puducherry,405,0,9.1,9.1,-0.6,12,0.0,2023-03-22
Bihar,6358,132,125.6,115.6,-3.0,312,2.04,2023-03-22
Jharkhand,1835,0,35.4,27.7,-1.3,186,4.47,2023-03-22
ER Odisha,6775,0,133.7,50.6,-2.3,451,0.0,2023-03-22
West Bengal,10703,0,225.9,88.0,-1.8,272,0.0,2023-03-22
Sikkim,70,0,11.0,1.0,0.1,33,0.0,2023-03-22
Arunachal Pradesh,150,0,2.3,2.4,0.1,70,0.0,2023-03-22
Assam,1923,0,34.5,26.8,0.9,272,0.46,2023-03-22
Manipur,188,0,2.7,2.7,0.1,28,0.0,2023-03-22
NER Meghalaya,284,51,5.3,3.2,0.5,70,1.27,2023-03-22
Mizoram,106,0,1.9,1.3,0.1,23,0.0,2023-03-22
Nagaland,140,0,2.5,2.5,0.0,30,0.0,2023-03-22
Tripura,301,0,6.0,5.2,0.6,97,0.0,2023-03-22
Central Sector,3247,12376,4158.0,1450.0,425.0,21656,50.0,2023-03-22
State Sector,6640,9036,4211.0,1570.0,229.0,21686,50.0,2023-03-22
Total,9887,21412,8369.0,3020.0,654.0,43341,100.0,2023-03-22
Coal,806,1517,706.0,701.0,16.0,3745,77.0,2023-03-22
Lignite,12,16,65.0,0.0,0.0,92,2.0,2023-03-22
Hydro,155,31,71.0,44.0,9.0,317,7.0,2023-03-22
Nuclear,30,35,70.0,0.0,0.0,135,3.0,2023-03-22
 Naptha & Diesel,16,4,6.0,0.0,31.0,58,1.0,2023-03-22
Total,1195,1753,1083.0,751.0,57.0,4839,100.0,2023-03-22
Punjab,7922,0,159.7,46.1,-0.7,158,0.23,2023-03-23
Haryana,8186,0,155.4,87.6,-0.5,251,3.08,2023-03-23
Rajasthan,13385,0,281.3,69.6,-1.3,243,2.67,2023-03-23
Delhi,5059,0,101.1,94.8,-3.2,103,0.0,2023-03-23
Uttar Pradesh,22211,235,425.5,151.1,-0.2,779,3.05,2023-03-23
Uttarakhand,2228,0,42.4,26.6,0.5,124,0.89,2023-03-23
HP.,1602,0,31.5,17.2,-0.2,71,0.0,2023-03-23
Chandigarh,248,0,49.0,4.9,0.0,26,0.0,2023-03-23
Railways NR ISTS,175,0,3.8,3.1,0.8,54,0.0,2023-03-23
Chhattisgarh,5574,7,128.1,74.5,-0.2,322,2.61,2023-03-23
Gujarat,21166,0,456.1,183.7,0.9,1055,0.0,2023-03-23
MP,12244,0,266.2,143.1,-2.7,569,0.0,2023-03-23
WR Maharashtra,27899,0,584.9,191.8,1.0,1213,1.33,2023-03-23
Goa,743,0,15.0,15.3,-0.8,73,0.0,2023-03-23
DNHDDPDCL,1266,0,29.1,29.2,0.1,102,0.0,2023-03-23
AMNSIL,819,0,17.7,8.1,0.1,245,0.0,2023-03-23
BALCO,517,0,12.3,12.5,-0.2,0,0.0,2023-03-23
Andhra Pradesh,12093,0,244.4,97.7,-1.8,821,0.0,2023-03-23
Telangana,12708,0,250.6,112.4,0.7,751,0.0,2023-03-23
SR Karnataka,15790,0,301.3,120.8,1.8,958,0.0,2023-03-23
Kerala,4894,0,100.6,69.3,0.7,313,0.0,2023-03-23
Tamil Nadu,18563,0,380.5,238.2,-0.5,683,0.0,2023-03-23
Puducherry,427,0,9.5,9.4,-0.6,31,0.0,2023-03-23
Bihar,6143,209,127.2,115.9,-1.8,218,1.35,2023-03-23
Jharkhand,1652,238,35.2,29.3,-2.8,134,3.91,2023-03-23
ER Odisha,6370,0,128.8,48.8,21.0,345,0.0,2023-03-23
West Bengal,11438,0,234.8,93.8,-1.4,359,0.0,2023-03-23
Sikkim,99,0,1.6,11.0,0.4,68,0.0,2023-03-23
Arunachal Pradesh,154,0,2.6,2.4,0.1,54,0.0,2023-03-23
Assam,1969,0,35.6,28.2,0.7,331,0.46,2023-03-23
Manipur,204,26,2.8,2.6,0.2,38,0.09,2023-03-23
NER Meghalaya,300,38,5.3,3.3,0.6,79,1.24,2023-03-23
Mizoram,124,0,2.0,1.4,0.1,9,0.0,2023-03-23
Nagaland,146,0,2.4,2.6,-0.2,21,0.0,2023-03-23
Tripura,336,0,6.4,5.2,0.8,94,0.0,2023-03-23
Central Sector,1280,8679,3708.0,1450.0,425.0,15542,45.0,2023-03-23
State Sector,6590,8175,3296.0,970.0,229.0,19260,55.0,2023-03-23
Total,7870,16854,7004.0,2420.0,654.0,34802,100.0,2023-03-23
Coal,836,1572,744.0,717.0,17.0,3886,76.0,2023-03-23
Lignite,16,15,65.0,0.0,0.0,96,2.0,2023-03-23
Hydro,160,47,89.0,44.0,9.0,350,7.0,2023-03-23
Nuclear,30,35,70.0,0.0,0.0,135,3.0,2023-03-23
 Naptha & Diesel,34,39,6.0,0.0,31.0,111,2.0,2023-03-23
 Biomass & Others),186,145,201.0,4.0,1.0,537,10.0,2023-03-23
Total,1263,1854,1175.0,765.0,59.0,5115,100.0,2023-03-23
Punjab,8024,0,160.5,47.0,-1.8,129,0.0,2023-03-24
Haryana,8198,38,164.8,92.2,-0.5,179,5.4,2023-03-24
Rajasthan,13630,0,277.0,66.5,-1.0,206,4.33,2023-03-24
Delhi,5324,0,109.1,100.1,1.7,90,0.0,2023-03-24
Uttar Pradesh,22490,427,439.7,158.7,-1.9,327,4.07,2023-03-24
Uttarakhand,2142,0,43.9,27.1,0.7,213,1.67,2023-03-24
HP.,1631,0,31.8,16.2,0.1,89,0.0,2023-03-24
J&K(UT) & Ladakh(UT),2735,180,50.3,37.8,1.2,522,2.41,2023-03-24
Chandigarh,278,0,5.2,5.2,0.1,29,0.0,2023-03-24
Railways NR ISTS,178,0,3.8,3.0,0.8,60,0.0,2023-03-24
Chhattisgarh,5642,0,129.7,75.9,-0.4,463,2.38,2023-03-24
Gujarat,21627,0,461.7,182.8,1.6,1061,0.0,2023-03-24
WR Maharashtra,28584,0,602.6,195.3,1.3,965,0.85,2023-03-24
Goa,759,0,16.6,15.3,0.8,84,0.0,2023-03-24
DNHDDPDCL,1266,0,29.3,29.9,-0.6,25,0.0,2023-03-24
AMNSIL,820,0,17.4,75.0,-0.5,255,0.0,2023-03-24
BALCO,519,0,12.4,12.5,0.1,7,0.0,2023-03-24
Andhra Pradesh,12020,0,246.4,100.4,-0.4,501,0.0,2023-03-24
Telangana,12607,0,251.3,110.4,1.0,941,0.0,2023-03-24
SR Karnataka,15798,0,305.6,117.7,0.6,643,0.0,2023-03-24
Kerala,5024,0,103.1,7.1,0.9,326,0.0,2023-03-24
Tamil Nadu,18882,0,404.0,245.4,5.1,1015,0.0,2023-03-24
Puducherry,448,0,10.2,9.8,-0.2,71,0.0,2023-03-24
Bihar,6171,104,131.9,122.0,1.5,241,1.96,2023-03-24
Jharkhand,1803,0,32.9,28.0,3.1,309,4.72,2023-03-24
ER Odisha,6816,0,139.7,58.4,-11.0,415,0.0,2023-03-24
West Bengal,11868,0,245.7,103.6,-0.9,408,0.0,2023-03-24
Sikkim,104,0,1.6,1.0,0.6,70,0.0,2023-03-24
Arunachal Pradesh,142,0,2.6,2.4,0.2,43,0.0,2023-03-24
Assam,2024,0,37.7,29.4,1.5,257,0.07,2023-03-24
Manipur,198,24,2.7,2.7,0.1,40,0.06,2023-03-24
NER Meghalaya,324,31,5.3,3.4,0.6,68,1.23,2023-03-24
Mizoram,122,0,2.0,1.5,0.1,19,0.0,2023-03-24
Nagaland,140,0,2.4,2.5,-0.2,16,0.0,2023-03-24
Tripura,347,0,6.6,5.3,0.8,91,0.0,2023-03-24
Central Sector,1446,8823,2898.0,640.0,425.0,14232,45.0,2023-03-24
State Sector,6029,7156,2408.0,1820.0,229.0,17642,55.0,2023-03-24
Total,7474,15979,5306.0,2460.0,654.0,31873,100.0,2023-03-24
Coal,855,1624,773.0,720.0,17.0,3988,76.0,2023-03-24
Lignite,22,15,66.0,0.0,0.0,102,2.0,2023-03-24
Hydro,162,47,92.0,46.0,11.0,358,7.0,2023-03-24
Nuclear,30,35,69.0,0.0,0.0,134,3.0,2023-03-24
 Naptha & Diesel,41,53,6.0,0.0,31.0,132,3.0,2023-03-24
 Biomass & Others),188,141,191.0,3.0,1.0,524,10.0,2023-03-24
Total,1297,1916,1197.0,769.0,60.0,5239,100.0,2023-03-24
